,Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCenterDistrict,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_Flag,PFIRM15_Flag,Version,FullAddress,Accuracy,Formatted_address,Google_place_id,Latitude,Longitude,Number_of_results,Postcode,Status,Type
5963,MN,2164,7501,112,271,3004,6,10,10033,E093,34,17,210,3,12,,4260 BROADWAY,R7-2,C4-4,,,C2-4,,,,,,Y,RM,4,1,,THE 4260 BROADWAY CON,29360,114097,18339,95758,0,2071,0,2052,0,14216,2,2,6,113,128,171.6,161.01,0,0,,0,Y,5,5,633587,10399037,31196,91611,1920,0,0,,,3.89,3.44,0,6.5,1,1021647501,769,271,1002192,249075,3a,,112 018,10803,,1021640001,1991-11-20 00:00:00,1,,,18V1,"4260 BROADWAY, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"4260 Broadway, New York, NY 10033, USA",ChIJ2W-gPh70wokRi6QPR5kY_4g,40.8504406,-73.9352863,1,10033,OK,street_address
5964,MN,2170,129,112,283,2000,6,10,10040,E093,34,17,221,1,12,3A,11 FT GEORGE HILL,R7-2,,,,,,,,,,N,D4,3,0,P,INWOOD TOWERS,61675,201206,0,201206,0,0,0,0,0,0,2,1,21,169,169,50,381,174,50,,1,Y,3,2,576000,9405000,576000,9405000,1963,0,0,,,3.26,3.44,0,6.5,1,1021700129,0,283,1004065,251783,3a,,112 038,10803,,0,,1,,,18V1,"11 FT GEORGE HILL, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"11 Fort George Hill, New York, NY 10040, USA",ChIJ9evf7QT0wokRvnQDFpzb6EU,40.8575363,-73.9281711,1,10040,OK,street_address
5965,MN,2170,131,112,283,2000,6,10,10040,E093,34,17,221,1,12,3A,17 FT GEORGE HILL,R7-2,,,,,,,,,,N,D4,3,1,P,INWOOD HEIGHTS INC,71350,222714,0,222714,0,0,0,0,0,0,2,1,21,204,204,325,380.5,278,74,,1,Y,4,2,616500,9262350,616500,9262350,1961,0,0,,,3.12,3.44,0,6.5,1,1021700131,0,283,1004204,251904,3a,,112 038,10803,,0,,1,,,18V1,"17 FT GEORGE HILL, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"17 Fort George Hill, New York, NY 10040, USA",ChIJh1yDVQT0wokR8MWVAt24kK0,40.8581839,-73.9275441,1,10040,OK,premise
5966,MN,2170,140,112,283,2000,6,10,10040,E093,34,17,221,1,12,3B,99 HILLSIDE AVENUE,R7-2,,,,,,,,,,N,D4,3,1,X,INWOOD TERRACE INC,96675,223200,0,223200,0,0,0,0,0,0,2,1,21,205,205,248.83,163.33,187,52,,0,Y,5,0,828000,9315000,828000,9315000,1959,0,0,,,2.31,3.44,0,6.5,1,1021700140,0,283,1004476,252402,3a,,112 047,10803,,0,,1,,,18V1,"99 HILLSIDE AVENUE, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"99 Hillside Ave, New York, NY 10040, USA",ChIJBcSqzgX0wokREaplklh1Olw,40.8597148,-73.9267511,1,10040,OK,premise
5967,MN,2170,520,112,283,2000,6,10,10040,E093,34,17,221,1,12,3A,45 FAIRVIEW AVENUE,R7-2,,,,,,,,,,N,D4,3,0,X,INWOOD GARDENS INC,118025,271388,0,271388,0,0,0,0,0,0,2,1,21,218,218,492.83,300,234,94,,1,Y,4,1,1102500,11206800,1102500,11206800,1963,0,0,,,2.3,3.44,0,6.5,1,1021700520,0,283,1003854,251854,3a,,112 038,10803,,0,,1,,,18V1,"45 FAIRVIEW AVENUE, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"45 Fairview Ave, New York, NY 10040, USA",ChIJG1TlkAT0wokRFdRWVjUXOt0,40.8577195,-73.9295067,1,10040,OK,premise
5968,MN,2171,12,112,283,3001,6,10,10040,L036,34,17,221,1,12,3B,31 NAGLE AVENUE,R7-2,,,,,,,,,,N,D4,3,0,P,NAGLE APARTMENTS CORP,30000,89300,9000,80300,1000,0,8000,0,0,0,2,3,6,111,114,200,200,200,28,,3,Y,4,2,414000,3338550,172820,172820,1951,0,0,,,2.98,3.44,0,6.5,1,1021710012,0,283,1003706,252379,3a,,112 038,10803,,0,,1,,,18V1,"31 NAGLE AVENUE, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"31 Nagle Ave, New York, NY 10040, USA",ChIJ4Xf0cwT0wokRHJoT_wx-CXw,40.8594535,-73.9297822,1,10040,OK,premise
5969,MN,2171,105,112,283,3001,6,10,10040,L036,34,17,221,1,12,3B,30 BOGARDUS PLACE,R7-2,,,,,,,,,,N,D4,3,0,,MNK REALTY INC,10000,43737,0,43737,0,0,0,0,0,0,2,1,6,50,50,100,100,100,82,,3,N,5,2,158400,1708650,69621,69621,1941,1987,0,,,4.37,3.44,0,6.5,1,1021710105,0,283,1003886,252392,3a,,112 038,10803,,0,,1,,,18V1,"30 BOGARDUS PLACE, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"30 Bogardus Pl, New York, NY 10040, USA",ChIJreP7awT0wokREpG9Kg8JuYU,40.8594258,-73.9290474,1,10040,OK,premise
5970,MN,2171,120,112,283,3001,6,10,10040,L036,34,17,221,1,12,3B,4 BOGARDUS PLACE,R7-2,,,,,,,,,,N,D4,3,0,,4 10 BOGARDUS CORP,10000,34108,0,34108,0,0,0,0,0,0,2,1,6,35,35,100,100,100,68,,2,N,5,1,135900,1197000,57101,57101,1920,0,0,,,3.41,3.44,0,6.5,1,1021710120,0,283,1003615,252260,3a,,112 038,10803,,0,,1,,,18V1,"4 BOGARDUS PLACE, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"4 Bogardus Pl, New York, NY 10040, USA",ChIJXz5YeAT0wokRPiLO0c5FInU,40.8590945,-73.9299659,1,10040,OK,premise
5971,MN,2175,32,112,287,2000,6,10,10040,L036,34,17,222,1,12,3B,96 ARDEN STREET,R7-2,,,,,,,,,,N,D4,3,0,,96 ARDEN OWNERS CORP,14300,58904,0,58904,0,0,0,0,0,0,2,1,6,60,60,110,130,110,110,,1,N,5,1,170550,2014650,68443,68443,1925,1989,0,,,4.12,3.44,0,6.5,1,1021750032,0,287,1003944,254042,3a,,112 045,10803,,0,,1,,,18V1,"96 ARDEN STREET, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"96 Arden St, New York, NY 10040, USA",ChIJ6ZgmPQf0wokRMnytiQK8YuE,40.8640404,-73.9287259,1,10040,OK,premise
5972,MN,2175,175,112,287,3001,6,10,10040,L036,34,17,222,1,12,3B,78 THAYER STREET,R7-2,,,,,,,,,,N,C6,2,0,P,78-86 THAYER STREET C,12500,47825,0,47825,0,0,0,0,0,0,2,1,5,62,62,125,100,125,85,,3,N,5,1,149850,1369350,0,0,1928,1987,0,,,3.83,3.44,0,6.5,1,1021750175,0,287,1004245,254055,3a,,112 045,10803,,0,,1,,,18V1,"78 THAYER STREET, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"78 Thayer St, New York, NY 10040, USA",ChIJ--gJBgf0wokRIm9LxUBHTRw,40.8640701,-73.9275829,1,10040,OK,street_address
5973,MN,2176,44,112,265,4001,6,10,10033,E093,34,17,300,1,12,2B,706 WEST 180 STREET,R7-2,,,,,,,,,,N,C6,2,0,,BRIDGE APARTMENTS COR,5260,18340,1000,17340,1000,0,0,0,0,0,2,1,5,20,21,52.5,100,53,86,,3,N,5,1,47700,795150,0,0,1924,1987,0,,,3.49,3.44,0,6.5,1,1021760044,0,265,1001542,248796,3a,,112 014,10803,,0,,1,,,18V1,"706 WEST 180 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"706 W 180th St, New York, NY 10033, USA",ChIJZ1_dYKD2wokRvN03CV2F3q0,40.8496129,-73.9374976,1,10033,OK,premise
5974,MN,2176,150,112,265,4000,6,10,10033,E093,34,17,300,1,12,2B,715 WEST 180 STREET,R7-2,,,,,,,,,,N,C6,2,0,,NORTHBRIDGE APT CORP,5500,20720,0,20720,0,0,0,0,0,0,2,1,5,20,20,50,110,50,87,,3,N,5,2,34650,741150,4560,4560,1909,0,0,,,3.77,3.44,0,6.5,1,1021760150,0,265,1001529,248966,3a,,112 014,10803,,0,,1,,,18V1,"715 WEST 180 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"715 W 180th St, New York, NY 10033, USA",ChIJxwSl9KD2wokRTrGxFqk65RY,40.8500272,-73.9375665,1,10033,OK,premise
5975,MN,2177,28,112,265,2008,6,10,10033,E093,33,17,300,1,12,2B,5 PINEHURST AVENUE,R7-2,,,,,,,,,,N,C6,2,0,,PINEHURST HOUSE INC,12625,47550,0,47550,0,0,0,0,0,0,2,3,5,38,38,127.5,101.92,78,50,,2,Y,3,2,141750,1586250,6840,6840,1950,1988,0,,,3.77,3.44,0,6.5,1,1021770028,0,265,1000864,248433,3b,,112 014,10803,,0,,1,,,18V1,"5 PINEHURST AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"5 Pinehurst Ave, New York, NY 10033, USA",ChIJnVKCxKH2wokRf9FEf_3ZGNM,40.8484927,-73.9400464,1,10033,OK,premise
5976,MN,2177,87,112,265,5000,6,10,10033,E093,34,17,300,1,12,2Q,447 FT WASHINGTON AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,447 FT WASHINGTON OWN,11175,52782,1000,51782,1000,0,0,0,0,0,2,1,6,43,44,100,109.67,100,99,,2,Y,3,2,126450,2360250,36480,36480,1910,1988,0,,,4.72,3.44,0,6.5,1,1021770087,0,265,1001156,249057,3a,,112 014,10803,,0,,1,,,18V1,"447 FT WASHINGTON AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"447 Fort Washington Ave, New York, NY 10033, USA",ChIJo8wE_qD2wokRT_NZbQyK9gU,40.8503073,-73.9387285,1,10033,OK,street_address
5977,MN,2177,118,112,265,1000,6,10,10033,E093,34,17,300,1,12,2B,854 WEST 181 STREET,R7-2,,,,C1-4,,,,,,N,D4,3,0,P,854 W 181 CORP,12250,56814,3000,53814,0,3000,0,0,0,0,2,1,6,59,61,114,114.33,114,94,,2,Y,3,1,144450,2245950,57000,57000,1909,1986,0,,,4.64,3.44,0,6.5,1,1021770118,0,265,1000840,249355,3a,,112 014,10803,,0,,1,,,18V1,"854 WEST 181 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"854 W 181st St, New York, NY 10033, USA",ChIJKbEBFKH2wokRcvB4hLSIT4k,40.8511379,-73.9399545,1,10033,OK,premise
5978,MN,2177,154,112,265,5001,6,10,10033,E093,34,17,300,1,12,2B,49 PINEHURST AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,804 EQUITIES CORP,10000,46818,0,46818,0,0,0,0,0,0,2,1,6,44,44,100.17,100,98,96,,2,Y,3,2,135900,1729800,58394,58394,1910,1984,0,,,4.68,3.44,0,6.5,1,1021770154,0,265,1001001,248935,3a,,112 014,10803,,0,,1,,,18V1,"49 PINEHURST AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"49 Pinehurst Ave, New York, NY 10033, USA",ChIJp5AHqaH2wokR1pgrCa1AO_U,40.8499254,-73.939696,1,10033,OK,street_address
5979,MN,2177,166,112,265,1001,6,10,10033,E093,34,17,300,1,12,2B,825 WEST 179 STREET,R7-2,,,,,,,,,,N,D4,3,0,,45-53CABRINI OWNERS C,10000,43536,0,43536,0,0,0,0,0,0,2,1,6,42,42,100,100,100,87,,2,N,3,2,195300,3428550,25080,25080,1920,1988,0,,,4.35,3.44,0,6.5,1,1021770166,0,265,1000714,248902,3a,,112 014,10803,,0,,1,,,18V1,"825 WEST 179 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"825 W 179th St, New York, NY 10033, USA",ChIJEc5ZmKH2wokRD4ed60Q_3DE,40.8498957,-73.9405114,1,10033,OK,premise
5980,MN,2177,170,112,265,3000,6,10,10033,E093,34,17,300,1,12,2B,870 WEST 181 STREET,R7-2,,,,,,,,,,N,D4,3,0,,WEST GATE HOUSE INC,14550,63600,0,63600,0,0,0,0,0,0,2,1,6,61,61,107.5,122.08,108,116,,2,Y,3,2,176400,2020050,54460,54460,1923,1987,0,,,4.37,3.44,0,6.5,1,1021770170,0,265,1000548,249351,3a,,112 014,10803,,0,,1,,,18V1,"870 WEST 181 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"870 W 181st St, New York, NY 10033, USA",ChIJr8qDb6H2wokREj29Xxy1pUc,40.8511295,-73.9410859,1,10033,OK,street_address
5981,MN,2177,175,112,265,3000,6,10,10033,E093,34,17,300,1,12,2B,860 WEST 181 STREET,R7-2,,,,,,,,,,N,D4,3,0,,WEST GATE HOUSE INC,13625,60780,0,60780,0,0,0,0,0,0,2,1,6,66,66,106.58,153.75,102,137,,2,Y,3,1,160200,1945350,52444,52444,1923,1986,0,,,4.46,3.44,0,6.5,1,1021770175,0,265,1000663,249334,3a,,112 014,10803,,0,,1,,,18V1,"860 WEST 181 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"860 W 181st St, New York, NY 10033, USA",ChIJ25geOx_0wokR0mgqmvoX_Ak,40.851173,-73.940685,1,10033,OK,street_address
5982,MN,2177,234,112,265,3001,6,10,10033,E093,34,17,300,1,12,2Q,330 HAVEN AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,LAFAYETTE GARDENS TEN,45100,210468,11100,199368,0,0,11100,0,0,0,2,1,6,192,192,25,229.92,190,205.08,,0,Y,5,2,702000,6570450,281240,281240,1951,0,0,,,4.67,3.44,0,6.5,1,1021770234,0,265,1000281,249317,3a,,112 013,10803,,0,,1,,,18V1,"330 HAVEN AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"330 Haven Ave, New York, NY 10033, USA",ChIJMwxK1qP2wokRSGkVfKGSYUA,40.8508703,-73.9419981,1,10033,OK,premise
5983,MN,2177,242,112,265,3001,6,10,10033,E093,34,17,300,1,12,2B,880 WEST 181 STREET,R7-2,,,,,,,,,,N,D4,3,0,,880 W HOUSE INC,13055,56418,0,56418,0,0,0,0,0,0,2,1,6,61,61,126.08,121,100,116,,2,Y,3,2,199350,2592000,104492,104492,1916,1980,0,,,4.32,3.44,0,6.5,1,1021770242,0,265,1000303,249456,3a,,112 013,10803,,0,,1,,,18V1,"880 WEST 181 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"880 W 181st St, New York, NY 10033, USA",ChIJ_avN2KP2wokR06DUO3yF3D8,40.8514737,-73.9419063,1,10033,OK,street_address
5984,MN,2179,1,112,275,2000,6,10,10033,E093,34,17,8700,1,12,2B,875 WEST 181 STREET,R7-2,,,,,,,,,,N,D4,3,0,,875 WEST 181ST STREET,22500,60355,3218,57137,1923,0,0,0,0,1295,2,1,6,84,86,163,215,156,158,,2,Y,3,2,263700,2328300,94198,94198,1917,1987,0,,,2.68,3.44,0,6.5,1,1021790001,0,275,1000499,249592,3a,,112 015,10803,,0,,1,,,18V1,"875 WEST 181 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"875 W 181st St, New York, NY 10033, USA",ChIJyy-NW6H2wokRyAZ1jYmNXVk,40.8518735,-73.9413322,1,10033,OK,premise
5985,MN,2179,10,112,275,2000,6,10,10033,E093,34,17,8700,1,12,2B,120 CABRINI BOULEVARD,R7-2,,,,,,,,,,N,D4,3,0,P,CASTLE VILLAGE OWNRS,382704,890134,83898,806236,0,0,83898,0,0,0,2,8,14,594,594,1072.46,357.2,30,80,,1,Y,3,0,4050450,30200850,1061516,1061516,1939,0,0,,,2.33,3.44,0,6.5,1,1021790010,0,275,1000832,250200,3a,,112 015,10803,,0,,1,,,18V1,"120 CABRINI BOULEVARD, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"120 Cabrini Blvd, New York, NY 10033, USA",ChIJ3ZtxNqH2wokRlIAw_2rVYr8,40.8523939,-73.940253,1,10033,OK,premise
5986,MN,2179,80,112,275,2000,6,10,10033,E093,34,17,8700,1,12,2B,867 WEST 181 STREET,R7-2,,,,,,,,,,N,D4,3,0,,DUNCRAGGEN REALTY COR,20075,73272,0,73272,0,0,0,0,0,0,2,1,6,72,72,150,214.58,146,154,,2,Y,5,1,323550,2694150,0,0,1920,1985,0,,,3.65,3.44,0,6.5,1,1021790080,0,275,1000595,249567,3a,,112 015,10803,,0,,1,,,18V1,"867 WEST 181 STREET, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"867 W 181st St, New York, NY 10033, USA",ChIJQyliQqH2wokREno91vZaEDY,40.8516249,-73.9408041,1,10033,OK,premise
5987,MN,2179,112,112,273,3000,6,10,10033,E093,34,17,222,1,12,2Q,115 CABRINI BOULEVARD,R7-2,,,,,,,,,,N,D4,3,0,,111-127 CABRINI APART,9521,39708,0,39708,0,0,0,0,0,0,2,1,6,39,39,176.5,57.17,170,40,,2,Y,5,2,277650,1491750,51608,51608,1927,0,0,,,4.17,3.44,0,6.5,1,1021790112,0,273,1000921,249722,3a,,112 016,10803,,0,,1,,,18V1,"115 CABRINI BOULEVARD, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"115 Cabrini Blvd, New York, NY 10033, USA",ChIJRY5sMKH2wokRSZeRR66lsrY,40.8521134,-73.9397708,1,10033,OK,premise
5988,MN,2179,158,112,273,3000,6,10,10033,E093,34,17,222,1,12,2B,198 PINEHURST AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,PINEHURST OWNERS CORP,9950,52616,0,52616,0,0,0,0,0,0,2,1,6,60,60,151.67,88.83,151,89,,3,Y,4,2,175950,1785150,92207,92207,1920,1988,0,,,5.29,3.44,0,6.5,1,1021790158,0,273,1001346,250749,3a,,112 021,10803,,0,,1,,,18V1,"198 PINEHURST AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"198 Pinehurst Ave, New York, NY 10033, USA",ChIJTaMOqKf2wokR0QqCn3-dWgE,40.854894,-73.938214,1,10033,OK,street_address
5989,MN,2179,168,112,273,3000,6,10,10033,E093,34,17,222,1,12,2B,180 PINEHURST AVENUE,R7-2,,,,,,,,,,N,C6,2,0,,MAST PROPERTIES LLC,5000,11375,0,11375,0,0,0,0,0,0,2,1,5,10,10,75.83,66.5,64,34,,1,N,5,1,55867,192786,0,0,1927,1964,0,,,2.28,3.44,0,6.5,1,1021790168,0,273,1001290,250499,3a,,112 016,10803,,0,,1,,,18V1,"180 PINEHURST AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"180 Pinehurst Ave, New York, NY 10033, USA",ChIJ2_vUGqf2wokR_GgWSjI0Upk,40.8542285,-73.9383931,1,10033,OK,premise
5990,MN,2179,170,112,273,3000,6,10,10033,E093,34,17,222,1,12,2B,116 PINEHURST AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,HUDSON VIEW GARDENS I,171175,547512,0,547509,0,0,0,0,0,0,2,14,6,353,353,604.44,240.33,74,150,,1,Y,4,2,2371500,25585650,645385,645385,1925,0,0,,,3.2,3.44,0,6.5,1,1021790170,0,273,1001112,250105,3a,,112 016,10803,,0,,1,,,18V1,"116 PINEHURST AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"116 Pinehurst Ave, New York, NY 10033, USA",ChIJkcyV16b2wokR5VtB1SM0IEs,40.8525349,-73.9389952,1,10033,OK,street_address
5991,MN,2179,205,112,273,1002,6,10,10033,E093,34,17,222,1,12,2B,187 PINEHURST AVENUE,R7-2,,,,,,,,,,N,C6,2,0,,BELSKY S. DAVID,10000,34200,0,34200,0,0,0,0,0,0,2,1,5,49,49,100,100,100,87,,3,N,5,2,117450,1773450,18670,18670,1925,0,0,,,3.42,3.44,0,6.5,1,1021790205,0,273,1001455,250579,3a,,112 021,10803,,0,,1,,,18V1,"187 PINEHURST AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"187 Pinehurst Ave, New York, NY 10033, USA",ChIJQ4ACDKf2wokRJ5cCF5at26U,40.8544516,-73.9377961,1,10033,OK,premise
5992,MN,2179,258,112,275,1005,6,10,10033,E093,34,17,8700,1,12,2B,17 CHITTENDEN AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,CHITTENDEN HOUSE INC,7446,29322,0,29322,0,0,0,0,0,0,2,1,6,33,33,87.5,85,75,70,,2,N,2,1,126450,913050,64220,64220,1939,1989,0,,,3.94,3.44,0,6.5,1,1021790258,0,275,1001139,250834,3a,,112 021,10803,,0,,1,,,18V1,"17 CHITTENDEN AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"17 Chittenden Ave, New York, NY 10033, USA",ChIJ2wG_VKb2wokRdnJFzXwWy7Y,40.8552155,-73.9389672,1,10033,OK,premise
5993,MN,2179,261,112,275,1005,6,10,10033,E093,34,17,8700,1,12,2B,23 CHITTENDEN AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,25 CHITTENDEN AVE OWN,4250,17436,0,17436,0,0,0,0,0,0,2,1,6,18,18,50,85,50,68,,3,N,5,2,76500,556650,27790,27790,1937,0,0,,,4.1,3.44,0,6.5,1,1021790261,0,275,1001187,250915,3a,,112 021,10803,,0,,1,,,18V1,"23 CHITTENDEN AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"23 Chittenden Ave, New York, NY 10033, USA",ChIJ3wX8rKf2wokRIzq6sAl3qaI,40.855361,-73.938763,1,10033,OK,street_address
5994,MN,2179,274,112,275,1005,6,10,10033,E093,34,17,8700,1,12,2B,220 CABRINI BOULEVARD,R7-2,,,,,,,,,,N,D4,3,0,,CABRINI REALTY LLC C/,12750,58008,1000,57008,0,0,0,0,0,1000,2,1,6,61,62,150,85,135,85,,1,N,3,2,230400,2106450,0,0,1930,0,0,,,4.55,3.44,0,6.5,1,1021790274,0,275,1001212,250783,3a,,112 021,10803,,0,,1,,,18V1,"220 CABRINI BOULEVARD, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"220 Cabrini Blvd, New York, NY 10033, USA",ChIJjd8EAKf2wokR9iqp5UB4D44,40.8550062,-73.9387146,1,10033,OK,premise
5995,MN,2179,373,112,273,1001,6,10,10040,E093,34,17,222,1,12,2B,900 WEST 190 STREET,R7-2,,,,,,,,,,N,D4,3,0,P,CABRINI TERRACE OWNER,46000,218536,0,218536,0,0,0,0,0,0,2,1,15,216,216,214,217,149,171,,1,Y,3,0,891000,7367850,373071,373071,1954,1985,0,,,4.75,3.44,0,6.5,1,1021790373,0,273,1001855,251475,3a,,112 028,10803,,0,,1,,,18V1,"900 WEST 190 STREET, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"900 W 190th St, New York, NY 10040, USA",ChIJRYjT_af2wokR6UiXXnxBawU,40.8570262,-73.9361002,1,10040,OK,street_address
5996,MN,2179,440,112,275,1004,6,10,10040,E093,34,17,8700,1,12,2B,350 CABRINI BOULEVARD,R7-2,,,,,,,,,,N,D4,3,0,,350 CABRINI OWERS COR,18875,91968,0,91968,0,0,0,0,0,0,2,1,6,76,76,117.08,170.17,117,120,,2,Y,5,2,218700,4401000,218700,266902,1935,1987,0,,,4.87,3.44,0,6.5,1,1021790440,0,275,1001528,251406,3a,,112 021,10803,,0,,1,,,18V1,"350 CABRINI BOULEVARD, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"350 Cabrini Blvd, New York, NY 10040, USA",ChIJgWgN3af2wokRK6Euz-COFe8,40.856711,-73.93755,1,10040,OK,street_address
5997,MN,2179,466,112,275,1005,6,10,10033,E093,34,17,8700,1,12,2Q,250 CABRINI BOULEVARD,R7-2,,,,,,,,,,N,D4,3,0,P,250 CABRINI INC,11700,81781,0,81781,0,0,0,0,0,0,2,1,9,77,77,87.75,170,78,168,,2,Y,3,2,182700,2793150,89055,89055,1936,1987,0,,,6.99,3.44,0,6.5,1,1021790466,0,275,1001286,251008,3a,,112 021,10803,,0,,1,,,18V1,"250 CABRINI BOULEVARD, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"250 Cabrini Blvd, New York, NY 10033, USA",ChIJ851TsKf2wokRZZUZa6a29mo,40.8556738,-73.9385013,1,10033,OK,premise
5998,MN,2179,489,112,275,1003,6,10,10040,E093,34,17,8700,1,12,2Q,360 CABRINI BOULEVARD,R7-2,,,,,,,,,,N,D4,3,0,,360 CABRINI OWNERS CO,24550,117678,0,117678,0,0,0,0,0,0,2,1,6,112,112,141.5,143.83,140,96,,2,N,3,1,288900,4042350,173278,173278,1942,1986,0,,,4.79,3.44,0,6.5,1,1021790489,0,275,1001602,251528,3a,,112 028,10803,,0,,1,,,18V1,"360 CABRINI BOULEVARD, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"360 Cabrini Blvd, New York, NY 10040, USA",ChIJ_1Td46f2wokRkGzsWZ0GkkM,40.85697,-73.9372221,1,10040,OK,street_address
5999,MN,2179,500,112,273,1001,6,10,10040,E093,34,17,222,1,12,2B,689 FT WASHINGTON AVENUE,R7-2,,,,,,,,,,N,D4,3,0,,FORT TRYON CORP,26575,56686,0,56686,0,0,0,0,0,0,2,1,5,84,84,127,213.08,116,190,E,1,Y,3,5,181350,2128500,80230,80230,1928,1985,0,,,2.13,3.44,0,6.5,1,1021790500,0,273,1001970,251679,3a,,112 028,10803,,0,,1,,,18V1,"689 FT WASHINGTON AVENUE, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"689 Fort Washington Ave, New York, NY 10040, USA",ChIJnR0CA6j2wokRWdTXb_222dU,40.8575121,-73.9358903,1,10040,OK,premise
6000,MN,2179,7501,112,273,1001,6,10,10040,E093,34,17,222,2,12,,255 CABRINI BOULEVARD,R7-2,,,,C1-4,,,,,,N,RM,4,1,P,255 CABRINI CONDOMINI,24357,91152,18359,72793,0,18359,0,0,0,0,2,2,8,78,91,55.14,203.92,0,0,,0,Y,5,5,807301,7813355,39191,400557,1937,0,0,,,3.74,3.44,0,6.5,1,1021797501,448,273,1001581,250964,3a,,112 021,10803,,1021790350,1988-04-13 00:00:00,1,,,18V1,"255 CABRINI BOULEVARD, NEW YORK, NY 10040 UNITED STATES",ROOFTOP,"255 Cabrini Blvd, New York, NY 10040, USA",ChIJS9xjvKf2wokRjOwkGxGbt20,40.8555791,-73.9377196,1,10040,OK,street_address
6001,MN,2179,7502,112,273,3000,6,10,10033,E093,34,17,222,2,12,,92 PINEHURST AVENUE,R7-2,,,,C1-4,,,,,,N,RM,4,1,,OWNER / AGENT,15775,84037,11051,72986,0,11051,0,0,0,0,2,1,6,72,79,150,112,150,94,,2,Y,3,5,463500,3732300,0,0,1928,0,0,,,5.33,3.44,0,6.5,1,1021797502,648,273,1001014,249526,3a,,112 016,10803,,1021790101,1989-09-25 00:00:00,1,,,18V1,"92 PINEHURST AVENUE, NEW YORK, NY 10033 UNITED STATES",ROOFTOP,"92 Pinehurst Ave, New York, NY 10033, USA",ChIJkeR9JKH2wokR34DjCs-xoM8,40.8516361,-73.9394508,1,10033,OK,street_address
